inputActionName;inputActionControlPath;duration;startTime;time;value;valueType;phase;position;dataPointGuid;taskId;participantId;sessionId;pointInTimeUtc
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;31,8546696999983;31,8546696999983;1;System.Single;Performed;(34.2, 1.0, -62.6);b0179135-c767-4368-a434-50d8582393af;2;5;5;08.31.2021 19:16:16.324
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;32,6119354999973;32,6119354999973;1;System.Single;Performed;(30.8, 1.0, -68.7);b765c2e7-2dab-466b-8c1e-6c37d7b14c64;2;5;5;08.31.2021 19:16:17.082
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;33,2240362999946;33,2240362999946;1;System.Single;Performed;(30.9, 1.0, -74.8);fc016111-d36b-4bc9-858d-6dcf8026818b;2;5;5;08.31.2021 19:16:17.693
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;33,9653958999988;33,9653958999988;1;System.Single;Performed;(30.7, 1.0, -81.1);e4377c28-a7bf-4989-92c3-a09676462d84;2;5;5;08.31.2021 19:16:18.434
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;34,5991581999988;34,5991581999988;1;System.Single;Performed;(30.3, 1.0, -87.6);1d2b2db6-0d78-4ad7-8760-3ddbbabc9604;2;5;5;08.31.2021 19:16:19.068
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;35,146745399994;35,146745399994;1;System.Single;Performed;(30.3, 1.0, -87.6);58c72d47-bc26-41e8-ad52-2846e58e03f5;2;5;5;08.31.2021 19:16:19.616
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;35,7314140999952;35,7314140999952;1;System.Single;Performed;(28.5, 1.0, -92.9);ea246379-42dd-4c14-aa8e-f0dde4bde07f;2;5;5;08.31.2021 19:16:20.201
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;36,3452580999947;36,3452580999947;1;System.Single;Performed;(23.7, 1.0, -96.9);6cd371ba-973e-4cd9-991e-c83ea99c2def;2;5;5;08.31.2021 19:16:20.815
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;37,4306855999967;37,4306855999967;1;System.Single;Performed;(21.2, 1.0, -98.5);c41facd5-e232-47de-a7e9-f5aa4af3699f;2;5;5;08.31.2021 19:16:21.900
Select;/HTCViveControllerOpenXR/grippressed;0;38,4402384999994;38,4402384999994;1;System.Single;Performed;(20.6, 1.0, -99.2);572d8d1b-8174-4926-a0f1-d3c46ecaed61;2;5;5;08.31.2021 19:16:22.909
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;38,9310714999956;38,9310714999956;1;System.Single;Performed;(20.4, 1.0, -98.9);aa133da5-d18a-454e-b809-5fb7652ddb45;2;5;5;08.31.2021 19:16:23.401
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;40,0736805999986;40,0736805999986;1;System.Single;Performed;(17.0, 1.0, -102.6);c95fd8ac-4434-4974-9481-a0cefbe4ae11;2;5;5;08.31.2021 19:16:24.543
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;40,9501974999948;40,9501974999948;1;System.Single;Performed;(17.1, 1.1, -102.6);f95bb0b4-f0f8-480a-af3a-9827036b762d;2;5;5;08.31.2021 19:16:25.420
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;41,5194579999952;41,5194579999952;1;System.Single;Performed;(11.6, 1.1, -103.1);c6d2d3fc-9259-4b45-bb80-8c4292742cc8;2;5;5;08.31.2021 19:16:25.989
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;41,9877230999991;41,9877230999991;1;System.Single;Performed;(4.9, 1.1, -100.6);f3a16145-1335-497c-ab3a-452edddbe627;2;5;5;08.31.2021 19:16:26.457
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;42,4643529999958;42,4643529999958;1;System.Single;Performed;(-1.0, 1.0, -98.9);e72d79d1-1fe3-4268-88dd-a2203bcbf308;2;5;5;08.31.2021 19:16:26.934
Teleport Select;/HTCViveControllerOpenXR1/trackpadclicked;0;42,9201946999965;42,9201946999965;1;System.Single;Performed;(-5.2, 1.0, -97.7);55acb887-d8e5-4d4b-b4eb-47e8f91cd015;2;5;5;08.31.2021 19:16:27.389
Select;/HTCViveControllerOpenXR/grippressed;0;44,6428745999947;44,6428745999947;1;System.Single;Performed;(-7.5, 1.0, -97.3);f075c70a-4fad-49d4-9035-1441942b9191;2;5;5;08.31.2021 19:16:29.112
