hmdPosition;hmdRotation;gazePosition;gazeRotation;focusedObjectName;leftControllerPosition;leftControllerRotation;rightControllerPosition;rightControllerRotation;hmdTransformRotation;leftControllerTransformPosition;leftControllerTransformRotation;rightControllerTransformPosition;rightControllerTransformRotation;position;dataPointGuid;taskId;participantId;sessionId;pointInTimeUtc
(1.1, 1.7, -0.3);(0.0, -1.0, 0.1, 0.2);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.2);(2.3, 0.8, -41.6);(0.5, -0.7, -0.1, 0.5);(1.9, 0.9, -41.6);(0.0, -1.0, 0.2, 0.1);(2.1, 1.7, -41.6);901f263d-9a16-4190-8040-0133bb88e2d0;1;1;1;08.31.2021 18:53:32.201
(1.1, 1.7, -0.3);(0.0, -1.0, 0.1, 0.2);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.2);(2.3, 0.8, -41.6);(0.5, -0.7, -0.1, 0.5);(1.9, 0.9, -41.6);(0.0, -1.0, 0.2, 0.1);(2.1, 1.7, -41.6);bb4788a0-347d-4090-a963-392fb5066bd9;1;1;1;08.31.2021 18:53:32.235
(1.1, 1.7, -0.3);(0.0, -1.0, 0.1, 0.2);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.2);(2.3, 0.8, -41.6);(0.5, -0.7, -0.1, 0.5);(1.9, 0.9, -41.6);(0.0, -1.0, 0.2, 0.1);(2.1, 1.7, -41.6);c8d44720-e354-4236-b17a-bd343c9fbeb9;1;1;1;08.31.2021 18:53:32.268
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.2);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.2);(2.3, 0.8, -41.5);(0.5, -0.7, -0.1, 0.5);(1.9, 0.9, -41.6);(0.0, -1.0, 0.2, 0.1);(2.1, 1.7, -41.6);c9002222-f9d3-4d6b-8d1a-ba9412d55996;1;1;1;08.31.2021 18:53:32.301
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.1);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.1);(2.3, 0.8, -41.6);(0.5, -0.7, -0.1, 0.5);(1.9, 0.9, -41.6);(0.0, -1.0, 0.2, 0.1);(2.1, 1.7, -41.6);2e9f9b84-d78d-4dae-8a4f-98cb4210df76;1;1;1;08.31.2021 18:53:32.340
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.1);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.1);(1.2, 0.8, -47.1);(0.5, -0.7, -0.1, 0.5);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.1);(1.0, 1.7, -47.1);f8ec9a40-8642-4d00-ba4d-ba2d20ac55aa;1;1;1;08.31.2021 18:53:32.379
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.1);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.1);(1.2, 0.8, -47.1);(0.5, -0.7, -0.1, 0.5);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.1);(1.0, 1.7, -47.1);880f1114-2da8-4f17-b132-ce129639a188;1;1;1;08.31.2021 18:53:32.413
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.1);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.5);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.1);(1.2, 0.8, -47.1);(0.5, -0.7, -0.1, 0.5);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.1);(1.0, 1.7, -47.1);1a34f5e6-4a2b-4d4c-b56e-0a81fdc4b00b;1;1;1;08.31.2021 18:53:32.448
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.0);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.0);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.1);(1.0, 1.7, -47.1);09680e6d-37d1-4633-a1a1-456d795cde53;1;1;1;08.31.2021 18:53:32.490
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.0);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.1);(0.0, -1.0, 0.1, 0.0);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.1);(1.0, 1.7, -47.1);3b4741bd-87b1-46f4-8af6-e46f34b04e13;1;1;1;08.31.2021 18:53:32.523
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.0);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, 0.0);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);6881c045-8b69-46d8-b575-a4ba62385359;1;1;1;08.31.2021 18:53:32.557
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.0);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.4);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, 0.0);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);8982fb51-0e91-4249-8784-42136b465c33;1;1;1;08.31.2021 18:53:32.590
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, -0.1);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);1145e054-d7f2-4ec3-9366-782ad84dac5c;1;1;1;08.31.2021 18:53:32.624
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, -0.1);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);c5fa1b38-6331-4108-a9a2-f3008ef86cdc;1;1;1;08.31.2021 18:53:32.657
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, -0.1);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);50a6db32-27a0-407a-99bc-5570cfab3f4f;1;1;1;08.31.2021 18:53:32.702
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, -0.1);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.2);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);596522df-33ba-4db3-bfad-095bdb16b8ae;1;1;1;08.31.2021 18:53:32.736
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.5, -0.7, -0.1, 0.4);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, -0.1);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.3);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);5149ca30-d6e0-44a9-856c-737e669f86ee;1;1;1;08.31.2021 18:53:32.770
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.4);(1.0, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, -0.1);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.3);(0.0, -1.0, 0.2, 0.0);(1.0, 1.7, -47.1);9307d0ca-c49d-42fa-97c9-be2132c63183;1;1;1;08.31.2021 18:53:32.804
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.4);(1.0, 0.9, -0.5);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.1, -0.2);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.3);(0.0, -1.0, 0.1, 0.0);(1.0, 1.7, -47.2);ccc1c283-ec78-4f8a-b176-908cf7df434e;1;1;1;08.31.2021 18:53:32.838
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.5, -0.7, -0.1, 0.4);(1.0, 0.9, -0.5);(0.0, -1.0, 0.1, -0.1);(0.0, -1.0, 0.1, -0.2);(1.1, 0.8, -47.1);(0.5, -0.7, -0.1, 0.4);(0.8, 0.9, -47.3);(0.0, -1.0, 0.1, -0.1);(1.0, 1.7, -47.2);160f23e9-6042-465e-91b3-7a535bbd864f;1;1;1;08.31.2021 18:53:32.872
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.6, -0.7, -0.1, 0.4);(1.0, 0.9, -0.5);(0.0, -1.0, 0.1, -0.1);(0.0, -1.0, 0.1, -0.2);(1.1, 0.8, -47.1);(0.6, -0.7, -0.1, 0.4);(0.8, 0.9, -47.3);(0.0, -1.0, 0.1, -0.1);(1.0, 1.7, -47.2);e026b789-6bbb-4924-9a0c-21b8185d38c8;1;1;1;08.31.2021 18:53:32.905
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, -0.3);;;Ground_small_75x75;(1.3, 0.8, -0.3);(0.6, -0.8, -0.1, 0.4);(1.0, 0.9, -0.5);(0.0, -1.0, 0.1, -0.1);(0.0, -1.0, 0.1, -0.3);(1.1, 0.8, -47.1);(0.6, -0.8, -0.1, 0.4);(0.8, 0.9, -47.3);(0.0, -1.0, 0.1, -0.1);(1.0, 1.7, -47.2);7d3f883a-2d59-4260-b195-49db81c062b4;1;1;1;08.31.2021 18:53:32.940
(1.1, 1.7, -0.4);(0.0, -0.9, 0.1, -0.3);;;rock_14 (5);(1.3, 0.8, -0.3);(0.6, -0.8, 0.0, 0.3);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.1, -0.1);(0.0, -0.9, 0.1, -0.3);(1.1, 0.8, -47.1);(0.6, -0.8, 0.0, 0.3);(0.8, 0.9, -47.3);(-0.1, -1.0, 0.1, -0.1);(1.0, 1.7, -47.1);f4d5e59d-d421-4558-b8d5-e57fac4d878d;1;1;1;08.31.2021 18:53:32.983
