transformId;rotation;scale;position;dataPointGuid;taskId;participantId;sessionId;pointInTimeUtc
Sheep;(0.0, -0.4, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);7aa0f38c-1de9-41b6-a596-03acca145965;1;4;4;08.31.2021 19:03:50.755
Sheep;(0.0, -0.3, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);78b4eabe-79df-477b-9b3c-1fb3262a7193;1;4;4;08.31.2021 19:03:50.788
Sheep;(0.0, -0.1, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);7327e615-60c5-4a0b-bc52-d7ed4f055824;1;4;4;08.31.2021 19:03:50.821
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);40e1cf2e-961a-4b0d-9c15-e258fed3950a;1;4;4;08.31.2021 19:03:50.855
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);d43c1878-1728-42a1-9197-d78ab87eea4e;1;4;4;08.31.2021 19:03:50.888
Sheep;(0.0, 0.0, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);44fda5e2-f856-4e02-9633-afd071859272;1;4;4;08.31.2021 19:03:50.921
Sheep;(0.0, -0.1, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);a6a35a6c-c874-4288-a5a1-e9037624f4f7;1;4;4;08.31.2021 19:03:50.954
Sheep;(0.0, -0.2, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);939c04c2-d0b7-4c9e-9609-b1ff9e8370b3;1;4;4;08.31.2021 19:03:50.987
Sheep;(0.0, -0.4, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);fef17534-9abb-4910-b2db-e580f7f962d6;1;4;4;08.31.2021 19:03:51.021
Sheep;(0.0, -0.6, 0.0, -0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);3076b34a-f0fe-4897-9eee-b6619130e4b7;1;4;4;08.31.2021 19:03:51.055
Sheep;(0.0, -0.7, 0.0, -0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);f6a083c9-820e-4852-8ef7-e20872300c8e;1;4;4;08.31.2021 19:03:51.098
Sheep;(0.0, -0.8, 0.0, -0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);725602ce-c320-4fba-ab1b-566a04e0bb66;1;4;4;08.31.2021 19:03:51.134
Sheep;(0.0, -0.9, 0.0, -0.4);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);5440ec16-eb09-465a-990e-98b455e13937;1;4;4;08.31.2021 19:03:51.176
Sheep;(0.0, -1.0, 0.0, -0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c963caf4-8bc1-4374-8e39-202f5c632048;1;4;4;08.31.2021 19:03:51.209
Sheep;(0.0, -1.0, 0.0, -0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);5ed4feca-d96a-4fff-b7f4-0d2591a2f963;1;4;4;08.31.2021 19:03:51.242
Sheep;(0.0, -1.0, 0.0, 0.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);8014caa3-ac77-41ae-b4e2-ef8aea2cfdc5;1;4;4;08.31.2021 19:03:51.276
Sheep;(0.0, -1.0, 0.0, 0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);9414c8a7-a3c9-4d42-a8f9-8b646afedf71;1;4;4;08.31.2021 19:03:51.309
Sheep;(0.0, -0.9, 0.0, 0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e80b1828-5d23-41b4-b14b-da716e59ba27;1;4;4;08.31.2021 19:03:51.344
Sheep;(0.0, -0.9, 0.0, 0.4);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);0f19ebba-e573-46f7-870e-4550d7591829;1;4;4;08.31.2021 19:03:51.377
Sheep;(0.0, -0.8, 0.0, 0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);68141964-6896-43e6-a90c-83b5a4c14e96;1;4;4;08.31.2021 19:03:51.411
Sheep;(0.0, -0.7, 0.0, 0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);13f59545-2da8-4d8c-9ff7-fd6c2c1e312c;1;4;4;08.31.2021 19:03:51.445
Sheep;(0.0, -0.6, 0.0, 0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);6de9f64a-79c6-4cdd-8514-7775c20b4fbb;1;4;4;08.31.2021 19:03:51.479
Sheep;(0.0, -0.4, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c190a55c-18a4-4a46-b48b-2cd4b7fb3edc;1;4;4;08.31.2021 19:03:51.512
Sheep;(0.0, -0.2, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);106f1d75-e504-4792-84c9-eb69b9191eae;1;4;4;08.31.2021 19:03:51.547
Sheep;(0.0, -0.1, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);86de4ecf-7116-4ae0-8a73-86d469b67559;1;4;4;08.31.2021 19:03:51.580
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);5d44cbae-c458-40e0-8bca-fdc4b375cbe6;1;4;4;08.31.2021 19:03:51.614
Sheep;(0.0, 0.0, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);a2b51fdc-e560-4bf9-8a8b-7fabe9d1e38f;1;4;4;08.31.2021 19:03:51.660
Sheep;(0.0, -0.1, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);b7d9de8f-5de7-40ff-b5c7-c19cc78cb38e;1;4;4;08.31.2021 19:03:51.702
Sheep;(0.0, -0.2, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);afa15dc0-0144-4fb2-b6bc-0342c6701d9b;1;4;4;08.31.2021 19:03:51.736
Sheep;(0.0, -0.4, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);7a7d9789-6ea7-4364-ad7e-c069c5c4ef82;1;4;4;08.31.2021 19:03:51.777
Sheep;(0.0, -0.6, 0.0, -0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e0cea383-b259-4a67-a716-25fc12693cd7;1;4;4;08.31.2021 19:03:51.810
Sheep;(0.0, -0.7, 0.0, -0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);2b418631-18c3-4c53-a17e-6fa328cdc269;1;4;4;08.31.2021 19:03:51.844
Sheep;(0.0, -0.8, 0.0, -0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);0ef35818-28ac-4446-b4b8-57aea874204c;1;4;4;08.31.2021 19:03:51.878
Sheep;(0.0, -0.9, 0.0, -0.4);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);63839414-6e7e-4ac8-b3ef-a554e7e1308d;1;4;4;08.31.2021 19:03:51.910
Sheep;(0.0, -1.0, 0.0, -0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);b0cf2e64-0410-4c24-8ed3-020da4939e2d;1;4;4;08.31.2021 19:03:51.944
Sheep;(0.0, -1.0, 0.0, -0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);00fd5fd0-d523-4b13-8f87-ff72ab53ab6b;1;4;4;08.31.2021 19:03:51.977
Sheep;(0.0, -1.0, 0.0, 0.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);6e78388f-c03b-4c7e-8707-2e3886218442;1;4;4;08.31.2021 19:03:52.010
Sheep;(0.0, -1.0, 0.0, 0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c1234209-4b5f-4262-ba2f-aa641cbe8a89;1;4;4;08.31.2021 19:03:52.043
Sheep;(0.0, -1.0, 0.0, 0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);677fd50c-1c71-40b9-8b23-89aede845a44;1;4;4;08.31.2021 19:03:52.077
Sheep;(0.0, -0.9, 0.0, 0.4);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);b2076b12-62dd-46b7-8256-f432a95d8c94;1;4;4;08.31.2021 19:03:52.110
Sheep;(0.0, -0.9, 0.0, 0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);9c702ad9-0227-4448-8662-abb4dde67ac0;1;4;4;08.31.2021 19:03:52.143
Sheep;(0.0, -0.8, 0.0, 0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);75764695-fa05-42b6-a72d-431d43b318f1;1;4;4;08.31.2021 19:03:52.177
Sheep;(0.0, -0.6, 0.0, 0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);88af1267-7532-4362-b5be-fa2c1fe0644a;1;4;4;08.31.2021 19:03:52.210
Sheep;(0.0, -0.5, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);770e77fa-1c3d-4530-8a37-c27e1c106263;1;4;4;08.31.2021 19:03:52.244
Sheep;(0.0, -0.3, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c2919ef4-3dde-468c-ba32-8502eedd62f8;1;4;4;08.31.2021 19:03:52.277
Sheep;(0.0, -0.2, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);49348bde-97ba-4ac2-a8a9-c01eb7560cc4;1;4;4;08.31.2021 19:03:52.310
Sheep;(0.0, -0.1, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);d21ab51f-fbe0-4b89-951f-d82ae4479d3d;1;4;4;08.31.2021 19:03:52.344
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);0743b5be-08e3-402d-9c10-67b51b5e25d2;1;4;4;08.31.2021 19:03:52.378
Sheep;(0.0, 0.0, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c0a01c11-ab39-4e4f-9bec-f7f1b1c57049;1;4;4;08.31.2021 19:03:52.412
Sheep;(0.0, -0.1, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);ca939ffd-754e-4912-9dbf-c798881c4a78;1;4;4;08.31.2021 19:03:52.446
Sheep;(0.0, -0.2, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);d9feed83-1605-4186-a1fc-4d0ee89c04b5;1;4;4;08.31.2021 19:03:52.480
Sheep;(0.0, -0.4, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);0a18faf8-6b5f-4e53-9dca-d86613f74699;1;4;4;08.31.2021 19:03:52.513
Sheep;(0.0, -0.5, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);40227153-f49d-49fc-89a6-3811317fb395;1;4;4;08.31.2021 19:03:52.546
Sheep;(0.0, -0.7, 0.0, -0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);5629b683-566d-4280-b4dd-7138f416d8d6;1;4;4;08.31.2021 19:03:52.580
Sheep;(0.0, -0.8, 0.0, -0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);551432f3-b47e-4b2a-a26e-1da66de8661e;1;4;4;08.31.2021 19:03:52.613
Sheep;(0.0, -0.9, 0.0, -0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e92fe001-4073-4acd-8c16-40bc90870f7a;1;4;4;08.31.2021 19:03:52.646
Sheep;(0.0, -0.9, 0.0, -0.4);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);25ffd348-5d52-4a69-83e2-2aa6e88f8c52;1;4;4;08.31.2021 19:03:52.680
Sheep;(0.0, -1.0, 0.0, -0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);8059f075-c50d-45ab-9af6-f28f769de999;1;4;4;08.31.2021 19:03:52.713
Sheep;(0.0, -1.0, 0.0, -0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);78fbcb69-1f61-4275-b100-7efa483eeed4;1;4;4;08.31.2021 19:03:52.746
Sheep;(0.0, -1.0, 0.0, 0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);67ab77da-b466-40bb-9115-67616dd0022a;1;4;4;08.31.2021 19:03:52.780
Sheep;(0.0, -1.0, 0.0, 0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);effcdf36-dd35-44b9-ad68-496c7e947376;1;4;4;08.31.2021 19:03:52.813
Sheep;(0.0, -0.9, 0.0, 0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);1d2c3bfa-58de-47f2-b2b0-daeed1037c69;1;4;4;08.31.2021 19:03:52.846
Sheep;(0.0, -0.9, 0.0, 0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);271c2aa7-ba5f-48df-8fad-e3f11045b23f;1;4;4;08.31.2021 19:03:52.880
Sheep;(0.0, -0.8, 0.0, 0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);29b9272b-3f82-4edd-8186-333f66071654;1;4;4;08.31.2021 19:03:52.913
Sheep;(0.0, -0.7, 0.0, 0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);bdb12eff-e591-4af6-9c3c-441e05ef0abb;1;4;4;08.31.2021 19:03:52.946
Sheep;(0.0, -0.6, 0.0, 0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);cfbf3002-3978-40fb-85da-69439d80fea5;1;4;4;08.31.2021 19:03:52.981
Sheep;(0.0, -0.4, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e034d42e-42bd-47b0-9fed-ebbb2ddaa528;1;4;4;08.31.2021 19:03:53.023
Sheep;(0.0, -0.2, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);f49cca6c-41d6-40b4-900d-e57bcb401398;1;4;4;08.31.2021 19:03:53.057
Sheep;(0.0, -0.1, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);05fcfd1e-a7cc-4f7b-a964-11b5e6876ad9;1;4;4;08.31.2021 19:03:53.090
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);87499804-33e8-46e7-a9b0-47093d18fe3a;1;4;4;08.31.2021 19:03:53.123
Sheep;(0.0, 0.0, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);2168f75f-2fbb-4876-9e71-5685a0513755;1;4;4;08.31.2021 19:03:53.160
Sheep;(0.0, -0.1, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);65f1f923-0f85-4b98-94e6-7a51c672f5bb;1;4;4;08.31.2021 19:03:53.201
Sheep;(0.0, -0.2, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);74504ec9-b22b-4a8f-9452-fa88903172f8;1;4;4;08.31.2021 19:03:53.234
Sheep;(0.0, -0.4, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e560185d-6afd-4ca3-a574-2e46752ab5aa;1;4;4;08.31.2021 19:03:53.267
Sheep;(0.0, -0.5, 0.0, -0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);2a01d88e-71b3-432c-9526-cef2c6e50d35;1;4;4;08.31.2021 19:03:53.301
Sheep;(0.0, -0.7, 0.0, -0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);08d97f38-ac69-4050-9b2b-7fb9502c55f0;1;4;4;08.31.2021 19:03:53.334
Sheep;(0.0, -0.8, 0.0, -0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);a9925050-e995-4fc6-afc2-cabb9096d230;1;4;4;08.31.2021 19:03:53.367
Sheep;(0.0, -0.9, 0.0, -0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);173e9ee5-34b7-4bbf-a074-d9ad7320d532;1;4;4;08.31.2021 19:03:53.400
Sheep;(0.0, -0.9, 0.0, -0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);60ce25bc-3e9e-44ba-b45c-bd93db90c2d8;1;4;4;08.31.2021 19:03:53.434
Sheep;(0.0, -1.0, 0.0, -0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);b75da43a-6f57-402f-8002-4d6d232fbf3f;1;4;4;08.31.2021 19:03:53.466
Sheep;(0.0, -1.0, 0.0, -0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);96f8cc4a-4e11-4b79-af0b-6fba15efb046;1;4;4;08.31.2021 19:03:53.500
Sheep;(0.0, -1.0, 0.0, 0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);a887ccb6-7ca2-4410-bfef-6f9b9551dd39;1;4;4;08.31.2021 19:03:53.533
Sheep;(0.0, -1.0, 0.0, 0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);f23b7131-e399-4ba5-8cfe-7bd49906887b;1;4;4;08.31.2021 19:03:53.567
Sheep;(0.0, -0.9, 0.0, 0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);84038fe0-d7ff-4d87-81a3-87c3947b30e6;1;4;4;08.31.2021 19:03:53.601
Sheep;(0.0, -0.9, 0.0, 0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);b5b74427-fe05-45a6-a644-263780ae375a;1;4;4;08.31.2021 19:03:53.635
Sheep;(0.0, -0.8, 0.0, 0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);ac45667a-afc9-46c8-9ac2-29304d4d04eb;1;4;4;08.31.2021 19:03:53.681
Sheep;(0.0, -0.6, 0.0, 0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);ad43543e-1398-4200-b727-f2d149777c30;1;4;4;08.31.2021 19:03:53.723
Sheep;(0.0, -0.4, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);41d65459-84bb-4b18-964f-dbf548084bb9;1;4;4;08.31.2021 19:03:53.757
Sheep;(0.0, -0.3, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);bcb4adec-b4fc-45a8-9b30-0d851ec6ce29;1;4;4;08.31.2021 19:03:53.792
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);08aabca4-591e-4c30-a350-ae5848c5724d;1;4;4;08.31.2021 19:03:53.887
Sheep;(0.0, 0.0, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);dc23f4c8-2041-4198-8583-aab653a406f8;1;4;4;08.31.2021 19:03:53.920
Sheep;(0.0, -0.1, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);25b46ce4-5050-44ba-bdee-f66cda0fa1e8;1;4;4;08.31.2021 19:03:53.953
Sheep;(0.0, -0.2, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);ea637a8d-8fcd-469a-9523-7ca5434cf97f;1;4;4;08.31.2021 19:03:53.986
Sheep;(0.0, -0.4, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);dfafee7d-141f-4f64-8c93-c32460d8572d;1;4;4;08.31.2021 19:03:54.020
Sheep;(0.0, -0.6, 0.0, -0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);5a5e37b9-6fb0-4870-a637-069f38a12933;1;4;4;08.31.2021 19:03:54.053
Sheep;(0.0, -0.7, 0.0, -0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);18b30cca-7b26-48c9-bff5-048ec694fdce;1;4;4;08.31.2021 19:03:54.086
Sheep;(0.0, -0.8, 0.0, -0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);2ba547a2-6115-415f-9b9d-320c67b7a9aa;1;4;4;08.31.2021 19:03:54.120
Sheep;(0.0, -0.9, 0.0, -0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e73106fe-e8ce-47d3-8e22-6cfdc823404b;1;4;4;08.31.2021 19:03:54.153
Sheep;(0.0, -0.9, 0.0, -0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);7b4395a2-5c49-4f8e-9aef-d5b06764fa9f;1;4;4;08.31.2021 19:03:54.187
Sheep;(0.0, -1.0, 0.0, -0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e66d3ea6-91df-4e3e-8f56-a0a4ad53ba40;1;4;4;08.31.2021 19:03:54.220
Sheep;(0.0, -1.0, 0.0, -0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c73ab3f5-c4c0-41fd-aa08-ba2bd6f8f3e8;1;4;4;08.31.2021 19:03:54.252
Sheep;(0.0, -1.0, 0.0, 0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c06825e9-8e7d-4892-a081-6d861813dc9b;1;4;4;08.31.2021 19:03:54.286
Sheep;(0.0, -1.0, 0.0, 0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);84cf0fea-75a3-4fc0-875c-64937cbcb064;1;4;4;08.31.2021 19:03:54.320
Sheep;(0.0, -0.9, 0.0, 0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e2d98224-8a95-44d8-9fa0-38ae426b490c;1;4;4;08.31.2021 19:03:54.352
Sheep;(0.0, -0.9, 0.0, 0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);92380376-ca9b-4b7f-9573-924983eae994;1;4;4;08.31.2021 19:03:54.386
Sheep;(0.0, -0.8, 0.0, 0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);97f2cf18-ce29-4eff-9214-8b57bb3bd864;1;4;4;08.31.2021 19:03:54.419
Sheep;(0.0, -0.7, 0.0, 0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);f58a10ad-4daf-40ad-8f78-6ab1360d3d4a;1;4;4;08.31.2021 19:03:54.452
Sheep;(0.0, -0.5, 0.0, 0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);bfc7b011-94c6-4b83-bbb3-83174aa54919;1;4;4;08.31.2021 19:03:54.486
Sheep;(0.0, -0.4, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);c7003c9c-ef1e-4a6f-86f7-5047958eb44d;1;4;4;08.31.2021 19:03:54.520
Sheep;(0.0, -0.2, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);03ccd531-b940-4136-baf5-23113c291274;1;4;4;08.31.2021 19:03:54.554
Sheep;(0.0, -0.1, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);2aaac383-299c-4306-a123-c91d8b52d6ae;1;4;4;08.31.2021 19:03:54.597
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);4f271053-ac1c-4e7a-922e-ed8d42842084;1;4;4;08.31.2021 19:03:54.630
Sheep;(0.0, 0.0, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);04e48fb3-fcee-4108-a1f2-74c164782d8a;1;4;4;08.31.2021 19:03:54.664
Sheep;(0.0, -0.1, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);fbf42173-7ecc-421c-bfc3-9a4baaf60ebf;1;4;4;08.31.2021 19:03:54.697
Sheep;(0.0, -0.2, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);bc6063f4-83a6-45bd-8263-187141b20b3c;1;4;4;08.31.2021 19:03:54.730
Sheep;(0.0, -0.4, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);af4cba03-7d97-4e1b-a317-97d722b9d334;1;4;4;08.31.2021 19:03:54.764
Sheep;(0.0, -0.5, 0.0, -0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);72870e80-5078-43ec-a59c-83d53b5335bf;1;4;4;08.31.2021 19:03:54.797
Sheep;(0.0, -0.7, 0.0, -0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);5b008846-49f0-4b47-8ebd-e2577c9ea34e;1;4;4;08.31.2021 19:03:54.830
Sheep;(0.0, -0.8, 0.0, -0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);1158acc0-a4e8-4368-b8ba-2522659cf2c6;1;4;4;08.31.2021 19:03:54.864
Sheep;(0.0, -0.9, 0.0, -0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);1e8a13d6-ce3e-42da-8df4-e432e3e5a583;1;4;4;08.31.2021 19:03:54.897
Sheep;(0.0, -0.9, 0.0, -0.4);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);2eccee56-d5e3-4586-9c9c-2596ab75c6c6;1;4;4;08.31.2021 19:03:54.930
Sheep;(0.0, -1.0, 0.0, -0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);d0cb0844-7806-4575-aedd-156bd6bead16;1;4;4;08.31.2021 19:03:54.964
Sheep;(0.0, -1.0, 0.0, -0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);a383eb67-4d62-4ac1-a7ba-b6e20ae98e5c;1;4;4;08.31.2021 19:03:54.998
Sheep;(0.0, -1.0, 0.0, 0.1);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);e71d83e1-06e5-4f6c-bfca-45788a213196;1;4;4;08.31.2021 19:03:55.031
Sheep;(0.0, -1.0, 0.0, 0.2);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);9e008de0-40fd-4dec-8c83-89a8911b6a4c;1;4;4;08.31.2021 19:03:55.066
Sheep;(0.0, -0.9, 0.0, 0.3);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);7924f1b3-2513-4c86-8e3a-e7b48e876a42;1;4;4;08.31.2021 19:03:55.100
Sheep;(0.0, -0.9, 0.0, 0.5);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);9a7ab4fe-1cc6-47de-ae16-85bb453a28f3;1;4;4;08.31.2021 19:03:55.133
Sheep;(0.0, -0.8, 0.0, 0.6);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);feccefe6-3979-4bc2-a3a9-8cdac927ea79;1;4;4;08.31.2021 19:03:55.167
Sheep;(0.0, -0.7, 0.0, 0.7);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);9840155a-7f6b-4c80-b3be-66f7aa2b08ed;1;4;4;08.31.2021 19:03:55.200
Sheep;(0.0, -0.5, 0.0, 0.8);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);d6cc9de9-b959-404b-975d-0aecdc3c5032;1;4;4;08.31.2021 19:03:55.234
Sheep;(0.0, -0.4, 0.0, 0.9);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);489bf5b4-0072-4901-8bd7-469c79a7c950;1;4;4;08.31.2021 19:03:55.270
Sheep;(0.0, -0.2, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);0aa01ceb-869a-4741-b27e-aa82cca7c3a0;1;4;4;08.31.2021 19:03:55.312
Sheep;(0.0, -0.1, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);aed4f342-8a27-46a4-9d05-63bbf1ad3330;1;4;4;08.31.2021 19:03:55.346
Sheep;(0.0, 0.0, 0.0, 1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);dfaab2db-6db5-4cfb-8419-d5f0b87ea8a1;1;4;4;08.31.2021 19:03:55.379
Sheep;(0.0, 0.0, 0.0, -1.0);(0.7, 0.7, 0.7);(5.7, 0.0, -67.5);1a3797c3-8145-4e09-b1e8-52113a728963;1;4;4;08.31.2021 19:03:55.412
