hmdPosition;hmdRotation;gazePosition;gazeRotation;focusedObjectName;leftControllerPosition;leftControllerRotation;rightControllerPosition;rightControllerRotation;hmdTransformRotation;leftControllerTransformPosition;leftControllerTransformRotation;rightControllerTransformPosition;rightControllerTransformRotation;position;dataPointGuid;taskId;participantId;sessionId;pointInTimeUtc
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(0.9, 0.9, -0.6);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(0.0, -1.0, 0.2, 0.0);(2.5, 1.7, -48.1);27a1c163-9912-4a93-b194-906ad446f6da;1;2;2;08.31.2021 18:57:27.279
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(0.9, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.5, 1.7, -48.1);25e2cac0-5e89-4994-be0b-b03c08b71c1a;1;2;2;08.31.2021 18:57:27.313
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(0.9, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);f233d135-ffd9-489e-8d80-7cd5b5769cf1;1;2;2;08.31.2021 18:57:27.347
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(0.9, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.8, 0.8, -48.2);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);ad60262c-d528-4005-abcc-b8a951283708;1;2;2;08.31.2021 18:57:27.380
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(0.9, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.7, 0.8, -48.2);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);068aefa9-69b3-4c7d-9adb-3c02e0433913;1;2;2;08.31.2021 18:57:27.414
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(0.9, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.7, 0.8, -48.2);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);2ed0e5c4-5e25-4f0c-81dc-921e052dd589;1;2;2;08.31.2021 18:57:27.449
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.7, 0.8, -48.2);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(0.0, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);03c3575d-0456-40a2-8953-0b764a4c6d08;1;2;2;08.31.2021 18:57:27.482
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.2);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.7, 0.8, -48.2);(0.3, -0.9, 0.1, 0.2);(2.4, 0.9, -48.2);(0.0, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);ef387112-38b0-4e6d-8a74-064a8e63d966;1;2;2;08.31.2021 18:57:27.516
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.2);(0.9, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.7, 0.8, -48.2);(0.3, -0.9, 0.1, 0.2);(2.4, 0.9, -48.2);(0.0, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);51617559-3a51-4bc6-864b-fb9f807c9739;1;2;2;08.31.2021 18:57:27.549
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.2);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.7, 0.8, -48.2);(0.3, -0.9, 0.1, 0.2);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);fe31faac-f4cc-45cb-83bd-c2578045d666;1;2;2;08.31.2021 18:57:27.583
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.2);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, 0.3);(2.7, 0.8, -48.2);(0.3, -0.9, 0.1, 0.2);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);0f6086f7-4351-4909-abde-77cda2223ad9;1;2;2;08.31.2021 18:57:27.619
(1.1, 1.7, -0.4);(0.0, -1.0, 0.0, 0.3);;;rock_16;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.0, 0.3);(2.8, 0.8, -48.2);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);bccebf4a-b904-4606-b9de-ad8951e17271;1;2;2;08.31.2021 18:57:27.659
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.2);;;rock_14;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.1, 0.2);(2.8, 0.8, -48.2);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);68adee4c-baea-4697-9560-d102b698da98;1;2;2;08.31.2021 18:57:27.693
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.2);;;rock_14;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, 0.0);(0.0, -1.0, 0.1, 0.2);(2.8, 0.8, -48.2);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);116c766d-368f-48db-94e2-24e4c433956e;1;2;2;08.31.2021 18:57:27.738
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.1);;;rock_14;(1.3, 0.8, -0.5);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.1, 0.1);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);f74963a9-129a-4963-a21d-7ec78928e561;1;2;2;08.31.2021 18:57:27.781
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.1);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.1, 0.1);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.4, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);5d82c5a8-1671-4218-8b46-84a9dffb7cb2;1;2;2;08.31.2021 18:57:27.817
(1.1, 1.7, -0.4);(0.0, -1.0, 0.1, 0.0);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.1, -0.1);(0.0, -1.0, 0.1, 0.0);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.5, 0.9, -48.2);(-0.1, -1.0, 0.1, -0.1);(2.6, 1.7, -48.1);c11b9609-a414-4e35-97f9-9b21843ace4f;1;2;2;08.31.2021 18:57:27.860
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, 0.0);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.1, -0.1);(0.0, -1.0, 0.1, 0.0);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.5, 0.9, -48.2);(-0.1, -1.0, 0.1, -0.1);(2.6, 1.7, -48.1);2d295e1a-4e29-4c00-9982-ca9c1897c84b;1;2;2;08.31.2021 18:57:27.893
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, 0.0);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.1, 0.0);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.5, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);3fa26b4f-720a-4914-87c2-48eb447ecebf;1;2;2;08.31.2021 18:57:27.927
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;Ground_small_75x75;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.0, -0.1);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.5, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);187ef06c-d79a-4297-944a-4080dcf5cb3e;1;2;2;08.31.2021 18:57:27.960
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.0, -0.1);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.5, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);b2495f59-8ec7-4282-af3e-2377d85e4281;1;2;2;08.31.2021 18:57:27.993
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.3, 0.8, -0.4);(0.3, -0.9, 0.1, 0.1);(1.0, 0.9, -0.5);(-0.1, -1.0, 0.2, -0.1);(0.0, -1.0, 0.0, -0.1);(2.8, 0.8, -48.1);(0.3, -0.9, 0.1, 0.1);(2.5, 0.9, -48.2);(-0.1, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);151fb22a-604b-428e-8332-233c400e319a;1;2;2;08.31.2021 18:57:28.029
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -1.0, 0.1, 0.0);(1.0, 0.9, -0.5);(0.0, -1.0, 0.2, -0.1);(0.0, -1.0, 0.0, -0.1);(2.8, 0.8, -48.1);(0.3, -1.0, 0.1, 0.0);(2.5, 0.9, -48.2);(0.0, -1.0, 0.2, -0.1);(2.6, 1.7, -48.1);e35bd642-d72a-4444-af16-4743825110f6;1;2;2;08.31.2021 18:57:28.072
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -1.0, 0.1, 0.0);(1.0, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, -0.1);(2.8, 0.8, -48.1);(0.3, -1.0, 0.1, 0.0);(2.5, 0.9, -48.2);(0.0, -1.0, 0.2, 0.0);(2.6, 1.7, -48.1);012d1ef2-50b7-418c-b3a6-fa650b6f2c6c;1;2;2;08.31.2021 18:57:28.106
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.1, 0.0);(1.0, 0.9, -0.5);(0.0, -1.0, 0.2, 0.0);(0.0, -1.0, 0.0, -0.1);(3.1, 0.8, -54.5);(0.3, -0.9, 0.1, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.2, 0.0);(2.9, 1.7, -54.5);292ff28b-a26f-492b-a3da-afd17b02b8e2;1;2;2;08.31.2021 18:57:28.139
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.1, 0.0);(1.0, 0.9, -0.5);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.1, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(2.9, 1.7, -54.5);6a4f1dc5-0759-4501-a812-495ab4a79bad;1;2;2;08.31.2021 18:57:28.173
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.0, 0.9, -0.5);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(2.9, 1.7, -54.5);e2eab6cc-72bd-4415-b26d-c2d8cfcb2724;1;2;2;08.31.2021 18:57:28.217
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.0, 0.9, -0.5);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(2.9, 1.7, -54.5);8737a0e4-0700-4042-b3cd-4bb5bd0cf07c;1;2;2;08.31.2021 18:57:28.249
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(2.9, 1.7, -54.5);353ae245-1d89-42ab-9780-71accba75145;1;2;2;08.31.2021 18:57:28.290
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(2.9, 1.7, -54.5);d53c1f81-2bcc-49ab-84ae-b773e8470268;1;2;2;08.31.2021 18:57:28.323
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(3.0, 1.7, -54.5);4b3fb6d0-8635-491f-8350-c62bc08e8011;1;2;2;08.31.2021 18:57:28.356
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(3.0, 1.7, -54.5);5d6779f2-3bd1-49b5-a3f6-394021aa2b5c;1;2;2;08.31.2021 18:57:28.390
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, 0.0);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, 0.0);(3.0, 1.7, -54.5);a2022564-af99-4a1d-b780-00eb1af4c3e2;1;2;2;08.31.2021 18:57:28.434
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, -0.1);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, -0.1);(3.0, 1.7, -54.5);fde686a1-9b1b-4679-ad65-7c73aae691c5;1;2;2;08.31.2021 18:57:28.471
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, -0.1);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, -0.1);(3.0, 1.7, -54.5);3208073b-54fd-42be-ab72-a700d3d4e9be;1;2;2;08.31.2021 18:57:28.512
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.2, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.1, -0.1);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.2, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.1, -0.1);(3.0, 1.7, -54.5);8bb9ab2a-b589-4f62-a0f8-c54abddadb9f;1;2;2;08.31.2021 18:57:28.546
(1.2, 1.7, -0.4);(0.0, -1.0, 0.0, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.3, -0.9, 0.1, 0.0);(1.1, 0.9, -0.6);(0.0, -1.0, 0.2, -0.1);(0.0, -1.0, 0.0, -0.1);(3.2, 0.8, -54.5);(0.3, -0.9, 0.1, 0.0);(2.8, 0.9, -54.6);(0.0, -1.0, 0.2, -0.1);(3.0, 1.7, -54.5);658dd94c-8069-4ed3-9cf7-e1b8c2808a4e;1;2;2;08.31.2021 18:57:28.590
