hmdPosition;hmdRotation;gazePosition;gazeRotation;focusedObjectName;leftControllerPosition;leftControllerRotation;rightControllerPosition;rightControllerRotation;hmdTransformRotation;leftControllerTransformPosition;leftControllerTransformRotation;rightControllerTransformPosition;rightControllerTransformRotation;position;dataPointGuid;taskId;participantId;sessionId;pointInTimeUtc
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.1);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.9, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);80c77b2f-f72e-4da9-81e5-5851cb6c0b30;1;3;3;08.31.2021 19:09:00.130
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.1);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.8, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);617a92c1-6e17-4756-a82d-c192241d1e0d;1;3;3;08.31.2021 19:09:00.164
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.2);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.8, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);30b9a68d-312d-4fef-af45-e725e7272bc9;1;3;3;08.31.2021 19:09:00.198
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.2);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.8, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);25d401d2-cf3d-4b06-aab1-75a58b4b86e3;1;3;3;08.31.2021 19:09:00.231
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.2);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.8, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);2088b0aa-da4e-4b65-9bbf-61303e2725af;1;3;3;08.31.2021 19:09:00.269
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.2);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.8, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);3fa9a81b-06af-4c61-a37a-6b9248c708b3;1;3;3;08.31.2021 19:09:00.309
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.2);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.2);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.8, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);5deee1fd-fc01-4926-bf7a-5c12bb9c3870;1;3;3;08.31.2021 19:09:00.344
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.1);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.8, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);cd7708b9-7528-462d-baf0-9577d7d7d824;1;3;3;08.31.2021 19:09:00.391
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.1);(4.6, 0.8, -62.4);(0.2, -1.0, 0.0, 0.1);(4.3, 0.9, -62.6);(-0.2, -0.9, 0.2, -0.2);(4.4, 1.7, -62.4);35e07b20-7dd4-444a-8a5b-a6c1e331ca35;1;3;3;08.31.2021 19:09:00.432
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.2, -0.2);(5.2, 1.7, -65.9);7eb6b140-a26a-4097-8869-2cc275eb9bd2;1;3;3;08.31.2021 19:09:00.466
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.2, -0.2);(5.2, 1.7, -65.9);1f690c61-a357-404a-957a-3edf6684f790;1;3;3;08.31.2021 19:09:00.499
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.1, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.2, -0.2);(5.2, 1.7, -65.9);975ccccd-d375-4b9a-ad48-46cd557460be;1;3;3;08.31.2021 19:09:00.532
(1.2, 1.7, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.2, -0.2);(5.2, 1.7, -65.9);512708a9-f965-4872-8ab2-985ffadd26c9;1;3;3;08.31.2021 19:09:00.566
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.2, -0.2);(5.2, 1.6, -65.9);2a5137c4-2c6d-446a-9b8c-32981a30699f;1;3;3;08.31.2021 19:09:00.599
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.2, -0.2);(5.2, 1.6, -65.9);1fc3dac6-7357-4df2-acb5-7da39d6f1897;1;3;3;08.31.2021 19:09:00.631
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.3);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.2, -0.2);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.2, -0.2);(5.2, 1.6, -65.9);8d71409c-c5a0-45aa-8118-d0ab94dfcf41;1;3;3;08.31.2021 19:09:00.666
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.1);(1.0, 0.9, -0.5);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.9, -66.0);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);17d95505-6bf7-48c1-89ba-617f3fd34c7a;1;3;3;08.31.2021 19:09:00.708
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);db61311b-3616-405b-b7e7-e9b60e3ff45e;1;3;3;08.31.2021 19:09:00.742
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.8);(0.2, -1.0, 0.0, 0.1);(5.0, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);3366d767-241e-477c-86dd-8f4f18a0dbb6;1;3;3;08.31.2021 19:09:00.775
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.9);(0.2, -1.0, 0.0, 0.1);(5.0, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);424eec96-1997-4ffa-8253-1db311486964;1;3;3;08.31.2021 19:09:00.808
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.5);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.9);(0.2, -1.0, 0.0, 0.1);(5.0, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);597409a0-7219-4467-a153-e1a30f8cbd62;1;3;3;08.31.2021 19:09:00.842
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.1);(1.0, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.9);(0.2, -1.0, 0.0, 0.1);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);f5c64f19-2a82-4d64-adf4-f93733c0adfa;1;3;3;08.31.2021 19:09:00.875
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.1);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.4, 0.8, -65.9);(0.2, -1.0, 0.0, 0.1);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);76d5657e-4ab5-42d2-9c8c-cd6664057d7d;1;3;3;08.31.2021 19:09:00.908
(1.2, 1.6, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.6, -65.9);86d0040d-7cab-4a94-9657-b51591bc3d23;1;3;3;08.31.2021 19:09:00.942
(1.2, 1.7, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.7, -65.9);421bc13d-813d-4841-8c5b-fbef17ef0170;1;3;3;08.31.2021 19:09:00.974
(1.2, 1.7, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.7, -65.9);9df52846-298b-42af-ac03-7eaceac35f18;1;3;3;08.31.2021 19:09:01.008
(1.2, 1.7, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.7, -65.9);1e46673e-beee-4993-b982-58dbdbf5a8a3;1;3;3;08.31.2021 19:09:01.041
(1.2, 1.7, -0.4);(0.0, -1.0, 0.2, -0.1);;;ConstructionSite;(1.4, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.2, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.7, -65.9);b442a6a5-5f42-4beb-875f-0d2eeecef98e;1;3;3;08.31.2021 19:09:01.075
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.3, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, -0.1);(0.0, -1.0, 0.1, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, -0.1);(5.2, 1.7, -65.9);5a790529-cfa5-43c5-8868-12e1f372710f;1;3;3;08.31.2021 19:09:01.108
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.3, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, 0.0);(0.0, -1.0, 0.1, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, 0.0);(5.2, 1.7, -65.9);5a7a8d8f-94f0-4d7b-a58e-f83fc9b580fb;1;3;3;08.31.2021 19:09:01.141
(1.2, 1.7, -0.4);(0.0, -1.0, 0.1, -0.1);;;ConstructionSite;(1.3, 0.8, -0.4);(0.2, -1.0, 0.0, 0.2);(0.9, 0.8, -0.4);(-0.2, -0.9, 0.3, 0.0);(0.0, -1.0, 0.1, -0.1);(5.3, 0.8, -65.9);(0.2, -1.0, 0.0, 0.2);(4.9, 0.8, -65.9);(-0.2, -0.9, 0.3, 0.0);(5.2, 1.7, -65.9);39cf6559-cc04-49a4-8849-b08072122755;1;3;3;08.31.2021 19:09:01.175
